NOMBRE_LOCAL,UBICACION
DOMINGO (Serra),"Plaça Constitució, 4 - Benidorm"
DOMINO (Torrevieja),"LA MUNIA, 17 -"
DON PACO_GALICIA,"Calle CRUCEIRO ,1 - Malpica"
DON PEPE (A Mezquita),N-525 KM 93 -
DON PEPE (Sarria),"Calle CALVO SOTELO ,126 - Sarria"
DON QUIJOTE,"CL RIO SELLA,8 - Móstoles"
DON QUIJOTE,"RUA MARIÑA, 27 -"
DONDE LUCI (Ourense),"RUA PEÑA TREVINCA, 15 -"
DONDE VAMOS,"DOCTOR VICENTE ZARAGOZA,20 -"
DORADO EL (Vitoria-Gasteiz),VICENTE MANTEROLA -
DOS PAZOS,"Calle MONASTERIO DE CAAVEIRO ,10 - A Coruña"
DRACARYS (Valencia),"PLAZA OBISPO LAGUARDA, 3 -"
DRAKAR,"Calle ZUMALACARREGUI ,28 - Mélida"
DUGAL (Ourense),"CALLE BENITO BICETTO, 3 -"
DULANZ,Calle LEGARCIA S/N - Abárzuza
DURAN DURAN (Eibar),"EGO-GAIN KALEA, 2 -"
DUTTY FREE,Avenida CUENCA S/N - Benidorm
Dallas (Logroño),"Calle GENERAL PRIMO DE RIVERA,14 - Logroño"
Daniel (As Pontes De Garcia Rodriguez),"Rua De La Balsa, 10 - As Pontes De García Rodríguez"
Darwin,"BURGOS, 145 - Logroño"
Dayru (Vitoria),"Calle JUNTAS GENERALES ,5 - Vitoria-Gasteiz"
Dragon Oriental (Bergara),Calle FRAISKOZURI S/N - Bergara
Duna (Vitoria),"Avenida CANTABRICO, 3 - Vitoria-Gasteiz"
E S POCOMACO,Poligono POCOMACO PARCELA C2 MESOIRO S/N - A Coruña
ECLIPSE (Sax),"Calle REY JAIME ,41 Pta A - Sax"
EDURNE (Pamplona),"ITURRAMA, 25 -"
EFECTO CAFÉ (Elda),"Avenida RONDA ,11 Pta BAJO IZQ - Elda"
EIMA (Bertamirans),"DA MAHIA, 84 -"
EKAITZ (Balmaseda),"LOS FUEROS, 0002 -"
EL CALDO (Bilbao),"BIZKARGI, 11 -"
EL CID,"Calle REPUBLICA ARGENTINA ,9 - Ferrol"
EL CIGARRAL (Coruña),"CONCEPCION ARENAL, 1 -"
EL CRUCE (Villajoyosa),"Calle RELLEU,14 - La Vila Joiosa/Villajoyosa"
EL DUQUE (Oleiros),"CALLE VIÑAS DE BABILONIA, 31 -"
EL FOGON,"Calle ALCANTARINS ,8 - L'Alcora"
EL GALLO,"VALON, 158 -"
EL GLOBO,"Calle FRAY PEDRO PAYO PIÑEIRO ,7 - A Coruña"
EL HOYO,"Avenida GALICIA ,26 - O Burgo"
EL IBERICO (Betanzos),"Calle RÚA DOS FERRADORES, 31 -"
EL MARUJA (Lalin),"Calle CALZADA ,2 - Lalín"
EL MIRADOR,"Carretera ZARAGOZA, KM 24 S/N - Barásoain"
EL MOLINO_VALENCIA,"Calle PINTOR VILAR,1 - Valencia"
EL MURO (Coruña),"Calle CONCEPCION ARENAL ,4 - A Coruña"
EL PARQUE,"Plaza PEDAGOGA RAQUEL PAYA ,8 - Valencia"
EL PATIO DE MI CASA (Lardero),CALLE EDUARDO GONZALEZ GALLARZA 0026 -
EL PERRILLAS (Aibar),"TAFALLA, 2 -"
EL PORT,"Calle FRANCISCO CUBELLS ,49 - Valencia"
EL PRIMO (Arteixo-Vilarrodis),"RUA MANUEL PLATAS VARELA, 148 -"
EL QUIJOTE (Altura),"Santuario, 28 -"
EL RACO DEL DOLÇET,"Calle CAMINAS ,3 - Puçol"
EL RINCON DEL GORDO,"Avenida GALICIA ,26 - Ribadeo"
EL RINCONCITO (Valencia),"CARRER DEL MONT CARMEL, 34 -"
EL TALLER DE LA ARTISTICA (Coruña),"Avenida NOSTIAN, 38 -"
ELITE (Bilbao),"Arbolantxa Zeharkalea, 14 -"
ELS IBARSOS,"Calle RIO VILLAHERMOSA ,2 - Castelló De La Plana"
EMAKUNE,"Calle DIVINA PASTORA ,10 - Ansoáin"
EMILIANO (Pazos),"PO-542, 11 -"
EMOTIVA 20,"Avenida ALFONSO XIII,37 - Elda"
EMOTIVA 24 (SUECA),"Del Moro, 71 -"
EMOTIVA 26 (Alicante),"CALLE ESCOTO, 2 -"
EMOTIVA 3,"Calle FRANCISCO PIZARRO ,76 - Albacete"
EMOTIVA 5,"Calle DON JAVIER ,7 - Socuéllamos"
EMOTIVA 6,"Avenida DON ANTONIO HUERTAS ,44 - Tomelloso"
EMOTIVA 7,"Calle FERMIN CABALLERO ,1 - Cuenca"
EMOTIVA 8,"Avenida REYES CATOLICOS ,114 - Villarrobledo"
EMOTIVA 85 (VILLENA),CALLE JUCAR 1 -
EMOTIVA 86 (Alicante),"AVENIDA HISTORIADOR VICENTE RAMOS, 28 -"
EMOTIVA 9,"Calle DOCTOR SANCHEZ RODRIGUEZ ,9 - La Roda"
"ENCUENTRO, EL","CL OCEANO ATLANTICO,4 - Coslada"
"ENCUENTRO, EL","PZ IGLESIA, 5 - Torrelodones"
ENIGMA (Ourense),"RUA TELLEIRA, 2 -"
ERMITA LA (Perales De Tajuña),"Mayor Baja, 48 - Alcobendas"
ERNESTO (Carballiño),"ROSALIA DE CASTRO, 22 -"
EROSKI TABERNA (Gernika-Lumo),"GOIKOIBARRA KALEA, 34 -"
ERRO,Calle FAUSTINO GARRALDA S/N - Burlada
ERTZA (Bilbao),"SAGARMINAGA, 38 -"
"ESPOLON, EL","CL REAL,60 - Buitrago De Lozoya"
ESQUINA CARIBEÑA (Irun),"Cipriano Larrañaga, 18 -"
ESQUINA DE LOS MORE,"CL EMILIO FERRARI, 75 - Madrid"
ESQUINA DE ORO (Coruña),"SAN VICENTE, 42 -"
ESTACION (Usansolo),"Calle OLETXE, 40 -"
ESTACION DE AUTOBUSES (Vilagarcia),"LOPEZ BALLESTEROS, 7 -"
ESTACION LOCOMIA (Ourense),Carretera VIGO - B1 BLOQUE 2 S/N - Ourense
ESTRELLA DE MEICENDE (Arteijo),"TRAVESIA MEICENDE, 85 -"
ESTRELLA DEL MUELLE (Mugardos),"AVENIDA DEL MAR, 44 -"
ESTRELLA DOS CASTROS (A Coruña),"Calle FRANCISCO VALES VILLAMARIN ,14 - A Coruña"
ESTUFA,"Soldado Jose Maria Rey, 49 - Alcobendas"
ETXE ZURI (Galdakao),Barrio Zuatzaurre 1 -
ETXEKOA (Vitoria-Gasteiz),"ZUMAQUERA, 11 -"
ETXEZURI,"GALICIA, 1 -"
EUGENIO (Porto Do Son),"PLAZA ROSALÍA DE CASTRO, 3 -"
EUREKA,"Calle CATEDRATICO DANIEL JIMENEZ CISNEROS ,16 - Alacant"
EUROPA (Tabernes Blanques),"POETA MIGUEL HERNANDEZ, 14 -"
EVEREST BI (Bilbao),"GRAN VIA DIEGO LOPEZ DE HARO, 78 -"
EXIT (Torrent),"CALLE COSTERA, LA,6 - Torrent"
EZARO 66 (Dumbria),"EZARO, 70 -"
EZETZ (Basauri),Solobarria Plaza 3 - Arizgoiti
Ederki (Bilbao),"Calle Hernani, 26 - Laudio"
Edu (Vitoria),"Calle VOLUNTARIA ENTREGA ,38 - Vitoria-Gasteiz"
El Caserio (Abanto),"De Los Chopos, 14 - Abanto-Ciervana"
El Chiringuito De Rafa (Caudiel),"Montan, 31 - Caudiel"
El Cortijo (Logroño),Avenida Republica Argentina 46 - Logroño
El Desvan (Bilbao),"Calle PEDRO ASTIGARRAGA ,42 - Bilbao"
El Horno (Vitoria-Gasteiz),"AVENIDA MEDITERRANEO, 35 -"
El Molino (Santurtzi),"Gabriel Aresti, 3 - Santurtzi"
El Olimpo (Xirivella),"Teodoro LLorente, 6 - Xirivella"
El Rincon (Trapagaran),"San José Kalea, 16 - Trapagaran"
El Rincon De Chime (Alicante),"SIERRA DE PANDOLS, 5 - Alicante"
El Rinconcito (Amurrio),"Calle LARRINAGA ,1 - Amurrio"
El Ultimo (Vitoria-Gasteiz),"Ariznavarra, 17 - Vitoria-Gasteiz"
Emotiva 1,"Calle SAN ANTONIO ,10 - Albacete"
Emotiva 12 (Azuqueca),"Avenida Guadalajara, 20 - Azuqueca De Henares"
Emotiva 13 (Ocaña),Noblejas 7 - Ocaña
Emotiva 14 (Alcazar De San Juan),Avenida De Los Institutos - Alcázar De San Juan
Emotiva 15 (Daimiel),"Calle Arenas, 25 - Daimiel"
Emotiva 16 (Bolaños),"Cruz, 42 - Bolaños De Calatrava"
Emotiva 18 (Cuenca),"Calderon De La Barca, 33 - Cuenca"
Emotiva 4 (Ciudad Real),Toledo 63 - Ciudad Real
Equus (Arrasate),DOCTOR BAÑEZ 16 - Arrasate
Eriberri (Pamplona),"Calle VILLAVA, 88 - Pamplona"
Errotak (Vitoria),"Calle BRUNO VILLARREAL ,3 - Vitoria-Gasteiz"
Esteban (Logroño),"Calle SAN MILLAN,20 - Logroño"
Eth Bistrot (Irun),"Komete Sarea, 2 - Irun"
FADOS,"Calle ALFONSO X EL SABIO ,1 - Lugo"
FARUM,"Calle SAN PEDRO DE MEZONZO,BAJO ( ESQUINA RONDA DE NELLE) ,10 - A Coruña"
FAVORITA LA (Castellon De La Plana),"ALMAZORA, 0027 -"
FEMI,"Calle LITERATO AZORIN ,1 - Mislata"
FENTOS,"Calle DO TOURAL ,1 - Xinzo De Limia"
FILLOA (Arteixo),"TRAVESIA DE ARTEIXO, 299 -"
FIN DO CAMIÑO (Fisterra),"FEDERICO DE AVILA, 11 -"
FINAL DE LA PALMERA AL,"Calle DOCTOR VICENTE ZARAGOZA ,17 - Valencia"
FINISTERRAE (Ferrol),"AVDA. NICASIO PEREZ, S/N POLIGONO GANDARA -"
FITO,"Calle FRAY JUNIPERO SERRA ,62 - Valencia"
FLAMENCO,"Calle TRABAJO ,5 - Castelló De La Plana"
FLOR DE LIS,"Calle ANTONIO NOCHE LOPEZ ,4 - A Coruña"
FLORIDA,"Avenida AVENIDA DE LA HABANA ,115 - As Pontes De García Rodríguez"
FOMENTO,"Calle FOMENTO ,48 - Carballo"
FONTANA (Negreira),"Rua Do Corzan, 14 - Negreira"
FORO 2,"RUA GABINO BUGALLAL, 56 -"
FP LBO ALBURQUERQUE,"ANTONIO CUELLAR, 5 -"
FP LBO FUENTE DEL MAESTRE (Fuente Maestre),"MARTIANES, 7 -"
FP LBO SANTA LUCIA (Zaragoza),"SANTA LUCIA, 2 -"
FRANKFURT PIPOL (Almazora),ALCORA 218 - Almassora
FRAYMA,"Carretera CARRETERA PORTUGAL ,25 - Lobios (Lobios)"
FRED I CALENT,"Calle JAIME EL CONQUISTADOR ,6 - Massanassa"
FRIENDS (Fene),"Avenida CONCES ,8 - Fene"
FRONTERA,"Calle Portugal, 74 -"
FRONTON (Trapagaran),"NAVAS DE TOLOSA, 1 -"
FUCHELA (O Carballiño),"25 De Xullo, 48 -"
FUENTE,"CL JUNCAL, 1 - Alcalá De Henares"
Ferry (Portugalete),"Calle POETA DIEZ GABIÑO ,4 - Portugalete"
Fisterra (Lugo),"Avenida Da Coruña, 223 - Lugo"
Foronda Berria (Vitoria-Gasteiz),"Calle PORTAL DE FORONDA ,36 - Vitoria-Gasteiz"
Frank (Elda),"CHAPI, DE, 29 - Alacant"
Fuentes (Logroño),"Calle GONZALO DE BERCEO, 20 - Logroño"
GABHANNA CAFE (Benetusser),"JUAN MARTINEZ COMPANY, 5 -"
GABI PANADERIA (San Isidro De Benageber),"Calle BENAGEBER ,5 - San Isidro De Benagéber"
GADITANA LA (Madrid),Plaza España - Alcobendas
GAITEIRA,"Calle GAITEIRA ,43 - A Coruña"
GALAICA,"Ronda OUTEIRO ,143 - A Coruña"
GALEON,"Calle PLAYA JARDIN ,12 - Boiro"
GALERAS,"Paseo GALERA ,2 - Betanzos"
GALICIA,"Calle VAZQUEZ DE PARGA ,11 - Carballo"
GALICIA 85,"Travesia SANTIAGO ,18 - Zas"
GALLAECIA,"Calle RUA B ,10 - Rodeiro"
GALLEGUIÑA (Carballo),"QUEO DA CARRETERA, 41 -"
GAMA (Vitoria-Gasteiz),"CALLE FEDERICO BAREIBA, 21 -"
GAMBA,"Leganes, 61 - Getafe"
GANBARA (Andoain),"ARTETA KALEA, 5 -"
GANBARA (Pasaia),"LEZO BIDE, 24 -"
GANBARA (Vitoria-Gasteiz),"Avenida DEL MEDITERRANEO ,25 - Vitoria-Gasteiz"
GANEKO (Bilbao),Calle De Calixto Díez 3 - Bilbao-Bilbo
GANERAN (Santurtzi),"Calle JOSE GURRUCHAGA, 10 -"
GARAGAR (Erandio),Calle De La Fundación Jado 9 - Erandio/ Altzaga
GARDEN VINTAGE (Valencia),"Calle VALLE DE LA BALLESTERA ,43 - Valencia"
GARIMBAS (Cambre),"PASEO MARITIMO, 17 -"
GAROA (Pamplona),"Calle UZTARROZ, 33 -"
GATO YE YE EL (Elche),"PLAÇA DEL PALAU, 1 -"
GAVIA,"Calle EL PUY ,11 - Estella"
GAZTEDI (Vitoria-Gasteiz),"CALLE SIMON DE ANDA, 3 -"
GAZTELU (Pamplona),"AVENIDA VILLAVA, 14 -"
GEO COCKTAIL (Balmaseda),"CALLE PIO BERMEJILLO, 13 -"
GEYSER,"Calle BALMES ,12 - Onda"
GIRASOL (Valencia),"CALDERON DE LA BARCA, 9 -"
GLAMOUR,Calle ANGEL SENRA S/N - Noia
GLOBO (Vitoria-Gasteiz),"Avenida MUSICO MARIANO SAN MIGUEL, 2 -"
GOITO (Miranda De Arga),"BAJA, 0 -"
GOL (Lugo),"RÚA SAN ISIDRO LABRADOR, 2 -"
GOLDEN BELLS - SALON RTVO (Palmanova),"Passeig Mar, 5 -"
GOLDEN GATE (Alava),"CORONACION, 8 -"
GOLFOX,"Calle OTERO PEDRAYO ,2 - Ribeira"
GONGORA 17 (Valencia),"GONGORA, 17 -"
GOURMET EL (Valencia),"SAN COLUMBANO, 5 -"
GRACIA HERMANOS (Massamagrell),"Avenida VALENCIA ,23 - Massamagrell"
GRADON (Ferrol),"RUA PEDRO CARVAJAL, 1 -"
GRAMOLA LA (Bilbao),"AVILA, 3 -"
GRAN CASINO DE ARANJUEZ (Madrid),"Calle GRAN VIA ,24 - Madrid"
GRAN RIOJA,"BALEARES,5 -"
GRAN VIA,"Carretera CASTILLA ,97 - Ferrol"
GRANERO (Torrent),Carrer Del Mas Del Jutge 86 - Torrent
GREEN TABERN (Ortuella),"MENDIALDE, 5 -"
GU (Donostia-San Sebastian),"ILLUNBE, 3 -"
GUAJES,"Carretera CARRETERA DE CASTILLA ,773 - Freixeiro (Naron)"
GUEDE (Xunqueira De Ambia),"PLAZA SAN ROSENDO, 4 -"
GUILLIGANS,"Calle FUEROS, DE LOS ,11 - Tudela"
GURE KABIA (Legazpia),"LAUBIDE AUZOA, 14 -"
GURIA (Barakaldo),"RONTEGI, 2 -"
Gasby (Leioa),"Calle DOCTOR LUIS BILBAO LIBANO ,26 - Leioa"
Gloss (Santurtzi),"Calle CAPITAN MENDIZABAL ,16 - Santurtzi"
Goizalde (Vitoria-Gasteiz),"Plaza PEPE UBIS ,9 - Vitoria-Gasteiz"
Gran Casino Del Sardinero (Santander),De Italia - SANTANDER
Gure (Elciego),Calle ROLLO S/N S/N - Eltziego
Gure Ametsa (Hondarribia),"Calle ARRESILANDIA ,1 - Hondarribia"
Gure Txoko (Lezo),"Calle NAGUSIA,13 - Vitoria-Gasteiz"
H JUBILADO CERVERA (Cervera Del Rio Alhama),"ESCULTOR DANIEL, 4 -"
H.H.,"Alpujarras, 6 - Leganés"
HABANA (Coruña),"Calle TORREIRO ,11 - A Coruña"
HAMBURGUESERIA ORLY,"Calle ANTON LOSADA DIEGUEZ ,24 - A Estrada"
HAMBURGUESIA (Fene),"Avenida NATURALES, 9 -"
HARINA Y BRASA (Neda),"AVENIDA MEDICO CEBREIRO, 95 -"
HARRY (Barakaldo),Avenida Arriotxe 34 -
HAWAY,"Calle RUA TOMAS M. MOSQUERA ,1 - O Carballiño"
HERMANOS LOS (Sant Vicent Del Raspeig),"PELAYO, 13 -"
HERMANOS SANCHEZ (Aldaia),"Plaça De Les Corts Valencianes, 8 - Aldaia"
HERMANOS ZAFONT (Castellon De La Plana),"Alcora, 101 -"
HEROES (Finestrat),"Carrer ALTEA, 5 - Finestrat"
HEXAGONO,"LUISABEL, 1 -"
HOBEKI (Burlada),"Paseo LA PAZ,2 - Burlada"
HOLLYWOOD,"RAMON Y CAJAL, 34 -"
HORREO,"CONSTITUCION,12 - Sevilla La Nueva"
HORREO (STA COMBA),"Calle PONTEVEDRA ,37 - Santa Comba"
HOSTAL ARDOY (Zizur Mayor),"Av. Belascoaín, 30 - Zizur Mayor"
HOSTAL NORTE (Barracas),Travesia Escuelas -
HOSTAL SUIZO,"Calle BEATO SEBASTIAN APARICIO ,0 - A Gudiña"
HOYO (A Coruña),"COPERNICO, 3 -"
HURRITZA (Derio),"Polígono UGALDEGUREN I, 0 -"
Haizea (Barakaldo),"Gernikako Arbola, 2 - Barakaldo"
Haizea (Getxo),"Sarrikobaso Kalea, 34 - Getxo"
Hamburgueseria (Villajoyosa),"Calle CIUTAT DE VALENCIA, 24 - La Vila Joiosa/Villajoyosa"
Hondartza (Pasaia),"Calle OIARTZUN ,2 - Pasaia"
IBARROLA,"La Paz, 5 -"
IBERIA LA (Sestao),LA IBERIA 8 -
ICEBERG (Pamplona),"BARAÑAIN, 64 -"
ICON (Ceuta),"Avenida LA COMPAÑIA DE MAR, 2 -"
IKETZA TABERNA (Renteria),"AVENIDA AITA DONOSTIA, 6 -"
ILIADA (Vitoria-Gasteiz),"PASEO DE LA ILIADA, 17 -"
IMPACTO (Ceuta),"Avenida VIRGEN DE AFRICA BAJO, 1 -"
IN TUA NUA (Gallarta),"EUSKO GUDARIAK, 1 -"
INDUSTRIAL (Vilamarxant),POLIGONO ENCHILAGAR DEL RULLO CALLE CHESTE -
INSIGNIA,"Calle ALFONSO XIII ,15 - Elda"
IPAR AMETS (Bermeo),"ZUBIAUR TAR KEPA, 44 -"
IPARRALDE (Ermua),"ETORBIDEA GUIPUZCOA, 58 - Ermua"
IPUR (Eibar),"OTAOLA HIRIBIDEA, 5 -"
IRATZU,"VENEZUELA,13 - Coslada"
IRAULTZA (Basauri),"ANTONIO FERNANDEZ, 11 -"
IRISH (Pamplona),"SERAFIN OLAVE, 7 -"
IRUÑA 5 (Vitoria-Gasteiz),"IRUÑEA, 5 -"
ISLAS MALVINAS,"Avenida MARQUES DE FIGUEROA ,41 - A Coruña"
ITAROA (Huarte Pamplona),"SAN JUAN, 5 -"
ITURRIETA BERRI (Igeldo),"PASEO PADRE ORKOLAGA, 69 -"
ITZALA (Bilbao),"AVENIDA GORDONIZ, 18 -"
ITZELA (Vitoria-Gasteiz),"LOS NAIPES PLAZATXOA, 4 - Vitoria-Gasteiz"
ITZIAR (Villava),"FERMIN TIRAPU, 3 -"
IVORI (Verin),"AVENIDA DE CASTILLA, 71 -"
IZARRA (ESTELLA),"Calle CALDERERIA ,19 - Estella"
IZAZPI (Donostia-San Sebastian),"CALLE BARATZATEGI, 33 - Donostia"
IZKINA (Segura),"ZURBANO, 17 -"
IZQUIERDO,"NAVARREVISCA,1 - Leganés"
Iratxo (Vitoria),"Calle Heraclio Fournier, 13 - Vitoria-Gasteiz"
Isidro (Benidorm),"Antonio Ramos Carratala, 2 - Benidorm"
Itzala (Erandio),"Antón Fernandez, 7 - Erandio"
Izarra (Alonsotegi),"Koskojales Kalea, 28 - Alonsotegi"
Izarra (Erandio),"Obieta Kalea, 5 - Erandio"
J B (Campo Da Feira - Cerceda),"PLAZA CAMPO DA FEIRA ESQUINA AV De CORUÑA, 33 - Cerceda"
J M (Valencia),"ALCALDE CANO COLOMA, 11 -"
JADE,"Calle SAN ISIDRO ,17 - Villena"
JAIME SEGARRA,"Calle JAIME SEGARRA ,75 - Alacant"
JALUI-JOPI,"Calle FUEROS, DE LOS ,4 - Fustiñana"
JANACHO (Fisterra),"RUA ANCHOA, 29 -"
JANDRO,"Avenida MARIÑA ,64 - Burela"
JAQUE MATE,"Calle FOMENTO ,15 - Carballo"
JARDIN,"CL MADRID,6 - Aldea Del Fresno"
JAUJA (Sodupe),"BARRIO ELUBARRI, 34 -"
JB (Vitoria-Gasteiz),"CALLE PORTAL DE ARRIAGA, 14 -"
JI Y MAR,"AV DE LA MANCHA, 31 - Leganés"
JOKER CHICLANA DESCUBRIMIENTOS (Chiclana De La Frontera),"DE LOS DESCUBRIMIENTOS, 124 -"
JOKER JAEN CONSTITUCION,"LA CONSTITUCION, 6 -"
JOKER MURCIA,"Calle MARIANO GIRADA ,6 - Murcia"
JOKER SANLUCAR DUQUESA ISABEL,"CALZADA DUQUESA ISABEL, 0052 -"
JON ANDER (Donostia-San Sebastian),"Plaza FERRERIAS, 18 -"
JOVI (Valencia),"JACINTO LABAILA, 12 -"
JUANITO (Burlada),"SAN FRANCISCO, 23 -"
JUEGO Y AZAR COM,Poligono PARQUE CORREDOR S/N - Torrejón De Ardoz
JUEGO Y AZAR LAS ROZAS,"Plaza ESPAÑA Esquina Navarra,1 ,2 - Las Rozas"
JUEGOS VERGARA,"Calle PRINCIPE DE VERGARA ,269 - Madrid"
JUMILLA,"Calle MARIANO PEREZ VIVES ,43 - Elx"
JUMILLA (Elche),"MARIANO PEREZ VIVES, 37 - Elx"
Jacque (Portugalete),"Calle MARIA DIAZ DE HARO ,7 - Portugalete"
Jaizkibel (Irun),"Calle ANAKA, 46 -"
Javi (Donostia-San Sebastian),"Arrizar, 11 - Donostia"
Jazz Giroa (Galdakao),"Calle JUAN BAUTISTA URIARTE ,57 - Galdakao"
Jorpe (Cervera Del Rio Alhama),"Calle SAN PEDRO- R.OLITE,1 - Cervera Del Río Alhama"
Josemi (Vitoria),"Calle CHILE ,33 - Vitoria-Gasteiz"
Juanito (Pasaia),Azkuene 11 - Pasaia
Juantxo (Carranza),"Concha, 36 - Carranza"
Juke Box (Benidorm),"Roma, 9 - Benidorm"
K2 (Irun),"Calle PINAR, 19 - Portugalete"
K2 (Portugalete),"CALLE ALFONSO DEL POZO, 22 - Portugalete"
KAFE,"Calle NEBRIJA ,1 - A Coruña"
KALUA (Llodio),"Calle Gorbea, 1 - Laudio"
KARIME 2 (Valencia),"Calle JOSE GROLLO ,27 - Valencia"
KARMA (Ferrol),"CALLE RUA PONTEVEDRA, 21 -"
KARMA SISHA (Coruña),"Calle MANUEL AZAÑA, 12 -"
KASTIGO,"Calle CRISTOBAL MESEGUER ,3 - Bugarra"
KEBAB (Chelva),"AVENIDA LOS MADEREROS, 46 -"
KEBAB ALI,"Pintor Tomas Alfaro, 1 -"
KEBAB PIZZA KING,"Avenida MAESTRO SERRANO ,5 - Alcàsser"
KILKERRA (Vitoria-Gasteiz),"PLAZA PEPE UBIS, 13 -"
KING DONNER KEBAB (Pamplona),"ZARAGOZA, 61 -"
KIOSKO (FUEROS),"Calle DE LOS FUEROS ,22 - Corella"
KIQUE,"Ronda Das Fontiñas, 114 -"
KOMIX (Pamplona),"SANCHO EL FUERTE, 12 -"
KOS,"Plaza ALFONSO XII ,8 - A Coruña"
KRISMAR (Vall Duixo),"RICARDO PORTALES, 7 -"
KROM (O Barco),"Orense, 9 - O Barco"
KURSAAL (Vitoria-Gasteiz),"SIERRA DE ARALAR,3 - Vitoria-Gasteiz"
Kafeteria Irura (Irura),"Calle MAYOR ,17 - Irura"
Kaixo Portu (Portugalete),"Calle SIMON BOLIVAR ,2 - Portugalete"
Karmen (La Arboleda),"Magdalena, 14 - LA ARBOLEDA"
Karpy (Bilbao),Calle De Juan De Garay 31 - Bilbao-Bilbo
Karraka Berria (Erandio),"FUNDACION JADO, 7 -"
Karrika (Elizondo),"Urrutia, 11 - ELIZONDO"
Kirsch (Vigo),"Calle PI Y MARGALL,100 - Vigo"
Kukai (Vitoria),"Avenida JUAN CARLOS I ,22 - Vitoria-Gasteiz"
L AIR (Coruña),"BUENOS AIRES, 8 -"
L B (Carballo),"AVENIDA DA MILAGROSA, 18 -"
L ENCERT,"Silla, 5 -"
L ENCONTRE,"Calle ANDRES ARBIOL ,5 - Albal"
L ERA,"Carretera CASTELLON RUGAT ,9 - Salem"
L ESCORPA,"DOCTOR VICENTE PALLARES IRANZO,12 -"
L HORTA (Castellar),VICENT PUCHOL 0016 -
LA BARRACA (Beniperrel),Calle BUENOS AIRES 8 - Beniparrell
LA BARRAQUETA,"Calle PAIS VALENCIANO ,2 - Monserrat"
LA BUGALLA (Ribadeo),"AVENIDA ROSALIA DE CASTRO, 12 -"
LA CANCHA,"Calle PROGRES ,12 - Massamagrell"
LA CANTINA,"SAN NICOLAS,1 -"
LA CASCADA,"Calle SERRERIA ,1 - Valencia"
LA CERVE (Alicante),"VICENTE ALEIXANDRE, 14 - Alicante"
LA CITY (Lugo),"RUA NOVA, 9 -"
LA COPE (Almenara),"Plaza FONT, LA ,5 - Almenara"
LA CURRA,"Calle MASIA DEL JUEZ ,79 - Torrent"
LA DESPENSA,"Calle QUART ,29 - Montcada"
LA DOLCE (Laracha),"EPIFANIO CAMPO NUÑEZ, 17 -"
LA EMBAJADA (Sarria),"CALLE GREGORIO FERNANDEZ, 15 -"
LA ESQUINITA (Betanzos),"ALEXANDRE BOVEDA, 2 -"
LA EXPLANADA (Culleredo),"ALVEDRO, 41 -"
LA FRONTERA,"Carretera DE LA CABANA ,29 - A Cabana (A Graña)"
LA HAVANNA (Denia),"PATRICIO FERRANDIZ, 69 - Dénia"
LA ILUSION (Pontevedra),"GARCIA BARBON, 63 -"
LA INTERNACIONAL (Betanzos),"DOMINGO ETCHEVERRIA NAVEIRA, 3 -"
LA MANCHA,"PADRE LEON,5 -"
LA MAQUINA (Lugo),"CAMIÑO REAL, 35 -"
LA MARIMORENA (Coruña),"AVENIDA DA CONCORDIA, 182 -"
LA MARITIMA (Coruña),"PASEO MARITIMO, 2 -"
LA MATTINA,"Calle VENTURA RODRIGUEZ ,40 - Pamplona"
LA MESA DEL COCINERO (Lugo),"Plaza De La Libertad, 10 -"
LA MODERNA,Calle INMACULADA S/N - Estella
LA MUFLA II,"Calle ECUADOR ,34 - Valencia"
LA NUEZ,"Carretera NA-134, KM 965, CC LAS CAÑAS S/N - Viana"
LA NUEZ (Lugo),Rúa Do Camiño Real 117 -
LA PASARELA (O Barco),"PARQUE DO MALECON, 15 -"
LA PENULTIMA (Coruña),"CALLE EMILIO GONZALEZ LOPEZ, 59 -"
LA PIEDRA (Valencia),"HELLIN, 22 - Valencia"
LA PLAZA (Paterna),"MAESTRO JUAN MAGAL BENZO, 41 -"
LA RAMA DORADA,"Calle PLATERO SUAREZ ,16 - Valencia"
LA RAMBLA,"Plaza OLOF PALME ,1 - Valencia"
LA RIOJA I,"Calle SAGUNTO ,111 - Valencia"
LA RIOJA III,"Avenida EMILIO BARO ,81 - Valencia"
LA ROTONDA,"AVENIDA DE MARIN, 41 -"
LA RUTA,"Estrada De Castela, 162 - Santa Cecilia (Narón)"
LA TASCA,"Calle NAVARRO VILLOSLADA ,1 - Estella"
LA TIZA (Alceme),"PO-533, KM 12,5 -"
LA TORRE,"Carretera JACA ,53 - Aoiz"
LABEA TABERNA (Muskiz),"LA CENDEJA, 8 -"
LAL-ALI (Vitoria-Gasteiz),"NACIONES UNIDAS, 41 -"
LALA (Xirivella),"DOCTOR FERRAN, 2 - Xirivella"
LANDA,"Mayor, 16 -"
LAS CADENAS,"Avenida AVENIDA DE MONELOS ,215 - A Coruña"
LAS GAVIOTAS,"Calle SAMUEL ROS ,27 - Valencia"
LAS MARIAS (Ferrol),"AVENIDA VIVEIRO, 21 -"
LAS MATAS,"Calle RIO SALADO ,1 - Pamplona"
LAS PALMERAS,"Calle ZARAGOZA ,45 - Pamplona"
LAS PALMERAS (Benimamet),"Calle Campamento, 65 - Benimamet"
